"intersection_id","tollgate_id","time_window","avg_travel_time"
"B","3","[2016-09-29 18:40:00,2016-09-29 19:00:00)","174.26"
"B","3","[2016-09-30 08:00:00,2016-09-30 08:20:00)","103.32"
"B","3","[2016-09-30 08:20:00,2016-09-30 08:40:00)","89.59"
"B","3","[2016-09-30 08:40:00,2016-09-30 09:00:00)","121.16"
"B","3","[2016-09-30 09:00:00,2016-09-30 09:20:00)","77.68"
"B","3","[2016-09-30 09:20:00,2016-09-30 09:40:00)","97.85"
"B","3","[2016-09-30 09:40:00,2016-09-30 10:00:00)","90.24"
"B","3","[2016-09-30 17:00:00,2016-09-30 17:20:00)","126.7"
"B","3","[2016-09-30 17:20:00,2016-09-30 17:40:00)","132.16"
"B","3","[2016-09-30 17:40:00,2016-09-30 18:00:00)","99.94"
"B","3","[2016-09-30 18:00:00,2016-09-30 18:20:00)","112.73"
"B","3","[2016-09-30 18:20:00,2016-09-30 18:40:00)","107.01"
"B","3","[2016-09-30 18:40:00,2016-09-30 19:00:00)","112.29"
"B","3","[2016-10-01 08:00:00,2016-10-01 08:20:00)","98.61"
"B","3","[2016-10-01 08:20:00,2016-10-01 08:40:00)","75.37"
"B","3","[2016-10-01 08:40:00,2016-10-01 09:00:00)","87.06"
"B","3","[2016-10-01 09:00:00,2016-10-01 09:20:00)","90.17"
"B","3","[2016-10-01 09:20:00,2016-10-01 09:40:00)","71.33"
"B","3","[2016-10-01 09:40:00,2016-10-01 10:00:00)","72.37"
"B","3","[2016-10-01 17:00:00,2016-10-01 17:20:00)","92.34"
"B","3","[2016-10-01 17:20:00,2016-10-01 17:40:00)","100.09"
"B","3","[2016-10-01 17:40:00,2016-10-01 18:00:00)","93.49"
"B","3","[2016-10-01 18:00:00,2016-10-01 18:20:00)","106.17"
"B","3","[2016-10-01 18:20:00,2016-10-01 18:40:00)","59.35"
"B","3","[2016-10-01 18:40:00,2016-10-01 19:00:00)","78.53"
"B","3","[2016-10-02 08:00:00,2016-10-02 08:20:00)","96.66"
"B","3","[2016-10-02 08:20:00,2016-10-02 08:40:00)","70.49"
"B","3","[2016-10-02 08:40:00,2016-10-02 09:00:00)","78.89"
"B","3","[2016-10-02 09:00:00,2016-10-02 09:20:00)","106.14"
"B","3","[2016-10-02 09:20:00,2016-10-02 09:40:00)","139.37"
"B","3","[2016-10-02 09:40:00,2016-10-02 10:00:00)","87.78"
"B","3","[2016-10-02 17:00:00,2016-10-02 17:20:00)","98.36"
"B","3","[2016-10-02 17:20:00,2016-10-02 17:40:00)","103.73"
"B","3","[2016-10-02 17:40:00,2016-10-02 18:00:00)","119.35"
"B","3","[2016-10-02 18:00:00,2016-10-02 18:20:00)","92.42"
"B","3","[2016-10-02 18:20:00,2016-10-02 18:40:00)","129.97"
"B","3","[2016-10-02 18:40:00,2016-10-02 19:00:00)","85.3"
"B","3","[2016-10-03 08:00:00,2016-10-03 08:20:00)","79.14"
"B","3","[2016-10-03 08:20:00,2016-10-03 08:40:00)","89.91"
"B","3","[2016-10-03 08:40:00,2016-10-03 09:00:00)","109.02"
"B","3","[2016-10-03 09:00:00,2016-10-03 09:20:00)","102.9"
"B","3","[2016-10-03 09:20:00,2016-10-03 09:40:00)","112.47"
"B","3","[2016-10-03 09:40:00,2016-10-03 10:00:00)","97.4"
"B","3","[2016-10-03 17:00:00,2016-10-03 17:20:00)","87.44"
"B","3","[2016-10-03 17:20:00,2016-10-03 17:40:00)","142.91"
"B","3","[2016-10-03 17:40:00,2016-10-03 18:00:00)","90.74"
"B","3","[2016-10-03 18:00:00,2016-10-03 18:20:00)","140.79"
"B","3","[2016-10-03 18:20:00,2016-10-03 18:40:00)","92.93"
"B","3","[2016-10-03 18:40:00,2016-10-03 19:00:00)","143.18"
"B","3","[2016-10-04 08:00:00,2016-10-04 08:20:00)","80.42"
"B","3","[2016-10-04 08:20:00,2016-10-04 08:40:00)","90.24"
"B","3","[2016-10-04 08:40:00,2016-10-04 09:00:00)","88.44"
"B","3","[2016-10-04 09:00:00,2016-10-04 09:20:00)","78.23"
"B","3","[2016-10-04 09:20:00,2016-10-04 09:40:00)","151.57"
"B","3","[2016-10-04 09:40:00,2016-10-04 10:00:00)","66.46"
"B","3","[2016-10-04 17:00:00,2016-10-04 17:20:00)","89.92"
"B","3","[2016-10-04 17:20:00,2016-10-04 17:40:00)","116.95"
"B","3","[2016-10-04 17:40:00,2016-10-04 18:00:00)","109.88"
"B","3","[2016-10-04 18:00:00,2016-10-04 18:20:00)","98.24"
"B","3","[2016-10-04 18:20:00,2016-10-04 18:40:00)","98.05"
"B","3","[2016-10-04 18:40:00,2016-10-04 19:00:00)","126.51"
"B","3","[2016-10-05 08:00:00,2016-10-05 08:20:00)","78.11"
"B","3","[2016-10-05 08:20:00,2016-10-05 08:40:00)","100.17"
"B","3","[2016-10-05 08:40:00,2016-10-05 09:00:00)","65.42"
"B","3","[2016-10-05 09:00:00,2016-10-05 09:20:00)","80.78"
"B","3","[2016-10-05 09:20:00,2016-10-05 09:40:00)","93.33"
"B","3","[2016-10-05 09:40:00,2016-10-05 10:00:00)","111.12"
"B","3","[2016-10-05 17:00:00,2016-10-05 17:20:00)","133.03"
"B","3","[2016-10-05 17:20:00,2016-10-05 17:40:00)","106.31"
"B","3","[2016-10-05 17:40:00,2016-10-05 18:00:00)","147.96"
"B","3","[2016-10-05 18:00:00,2016-10-05 18:20:00)","112.4"
"B","3","[2016-10-05 18:20:00,2016-10-05 18:40:00)","114.81"
"B","3","[2016-10-05 18:40:00,2016-10-05 19:00:00)","82.89"
"B","3","[2016-10-06 08:00:00,2016-10-06 08:20:00)","115.71"
"B","3","[2016-10-06 08:20:00,2016-10-06 08:40:00)","75.53"
"B","3","[2016-10-06 08:40:00,2016-10-06 09:00:00)","109.86"
"B","3","[2016-10-06 09:00:00,2016-10-06 09:20:00)","83.67"
"B","3","[2016-10-06 09:20:00,2016-10-06 09:40:00)","79.84"
"B","3","[2016-10-06 09:40:00,2016-10-06 10:00:00)","102.2"
"B","3","[2016-10-06 17:00:00,2016-10-06 17:20:00)","109.97"
"B","3","[2016-10-06 17:20:00,2016-10-06 17:40:00)","96.53"
"B","3","[2016-10-06 17:40:00,2016-10-06 18:00:00)","85.48"
"B","3","[2016-10-06 18:00:00,2016-10-06 18:20:00)","108.13"
"B","3","[2016-10-06 18:20:00,2016-10-06 18:40:00)","85.11"
"B","3","[2016-10-06 18:40:00,2016-10-06 19:00:00)","79.1"
"B","3","[2016-10-07 08:00:00,2016-10-07 08:20:00)","40.06"
"B","3","[2016-10-07 08:20:00,2016-10-07 08:40:00)","89.1"
"B","3","[2016-10-07 08:40:00,2016-10-07 09:00:00)","77.66"
"B","3","[2016-10-07 09:00:00,2016-10-07 09:20:00)","157.93"
"B","3","[2016-10-07 09:20:00,2016-10-07 09:40:00)","126.91"
"B","3","[2016-10-07 09:40:00,2016-10-07 10:00:00)","100.11"
"B","3","[2016-10-07 17:00:00,2016-10-07 17:20:00)","134.79"
"B","3","[2016-10-07 17:20:00,2016-10-07 17:40:00)","97.35"
"B","3","[2016-10-07 17:40:00,2016-10-07 18:00:00)","122.73"
"B","3","[2016-10-07 18:00:00,2016-10-07 18:20:00)","90.79"
"B","3","[2016-10-07 18:20:00,2016-10-07 18:40:00)","110.01"
"B","3","[2016-10-07 18:40:00,2016-10-07 19:00:00)","133.48"
"B","3","[2016-10-08 08:00:00,2016-10-08 08:20:00)","113.65"
"B","3","[2016-10-08 08:20:00,2016-10-08 08:40:00)","80.36"
"B","3","[2016-10-08 08:40:00,2016-10-08 09:00:00)","116.37"
"B","3","[2016-10-08 09:00:00,2016-10-08 09:20:00)","102.85"
"B","3","[2016-10-08 09:20:00,2016-10-08 09:40:00)","127.27"
"B","3","[2016-10-08 09:40:00,2016-10-08 10:00:00)","81.87"
"B","3","[2016-10-08 17:00:00,2016-10-08 17:20:00)","90.84"
"B","3","[2016-10-08 17:20:00,2016-10-08 17:40:00)","101.24"
"B","3","[2016-10-08 17:40:00,2016-10-08 18:00:00)","90.81"
"B","3","[2016-10-08 18:00:00,2016-10-08 18:20:00)","95.23"
"B","3","[2016-10-08 18:40:00,2016-10-08 19:00:00)","114.18"
"B","3","[2016-10-09 08:00:00,2016-10-09 08:20:00)","102.75"
"B","3","[2016-10-09 08:20:00,2016-10-09 08:40:00)","131.35"
"B","3","[2016-10-09 08:40:00,2016-10-09 09:00:00)","85.02"
"B","3","[2016-10-09 09:00:00,2016-10-09 09:20:00)","127.37"
"B","3","[2016-10-09 09:20:00,2016-10-09 09:40:00)","95.5"
"B","3","[2016-10-09 09:40:00,2016-10-09 10:00:00)","70.39"
"B","3","[2016-10-09 17:00:00,2016-10-09 17:20:00)","59.2"
"B","3","[2016-10-09 17:20:00,2016-10-09 17:40:00)","37.99"
"B","3","[2016-10-09 17:40:00,2016-10-09 18:00:00)","86.44"
"B","3","[2016-10-09 18:00:00,2016-10-09 18:20:00)","84.43"
"B","3","[2016-10-09 18:20:00,2016-10-09 18:40:00)","163.7"
"B","3","[2016-10-09 18:40:00,2016-10-09 19:00:00)","116.46"
"B","3","[2016-10-10 08:00:00,2016-10-10 08:20:00)","112.91"
"B","3","[2016-10-10 08:20:00,2016-10-10 08:40:00)","127.14"
"B","3","[2016-10-10 08:40:00,2016-10-10 09:00:00)","132.16"
"B","3","[2016-10-10 09:00:00,2016-10-10 09:20:00)","127.34"
"B","3","[2016-10-10 09:20:00,2016-10-10 09:40:00)","85.84"
"B","3","[2016-10-10 09:40:00,2016-10-10 10:00:00)","113.07"
"B","3","[2016-10-10 17:00:00,2016-10-10 17:20:00)","66.33"
"B","3","[2016-10-10 17:20:00,2016-10-10 17:40:00)","99.53"
"B","3","[2016-10-10 17:40:00,2016-10-10 18:00:00)","96.32"
"B","3","[2016-10-10 18:00:00,2016-10-10 18:20:00)","123.44"
"B","3","[2016-10-10 18:20:00,2016-10-10 18:40:00)","89.56"
"B","3","[2016-10-10 18:40:00,2016-10-10 19:00:00)","102.36"
"B","3","[2016-10-11 08:00:00,2016-10-11 08:20:00)","142.52"
"B","3","[2016-10-11 08:20:00,2016-10-11 08:40:00)","93.0"
"B","3","[2016-10-11 08:40:00,2016-10-11 09:00:00)","136.49"
"B","3","[2016-10-11 09:00:00,2016-10-11 09:20:00)","96.54"
"B","3","[2016-10-11 09:20:00,2016-10-11 09:40:00)","104.09"
"B","3","[2016-10-11 09:40:00,2016-10-11 10:00:00)","133.37"
"B","3","[2016-10-11 17:00:00,2016-10-11 17:20:00)","73.86"
"B","3","[2016-10-11 17:20:00,2016-10-11 17:40:00)","103.08"
"B","3","[2016-10-11 17:40:00,2016-10-11 18:00:00)","76.11"
"B","3","[2016-10-11 18:00:00,2016-10-11 18:20:00)","113.66"
"B","3","[2016-10-11 18:20:00,2016-10-11 18:40:00)","64.97"
"B","3","[2016-10-11 18:40:00,2016-10-11 19:00:00)","89.14"
"B","3","[2016-10-12 08:00:00,2016-10-12 08:20:00)","84.05"
"B","3","[2016-10-12 08:20:00,2016-10-12 08:40:00)","156.47"
"B","3","[2016-10-12 08:40:00,2016-10-12 09:00:00)","207.03"
"B","3","[2016-10-12 09:00:00,2016-10-12 09:20:00)","117.82"
"B","3","[2016-10-12 09:20:00,2016-10-12 09:40:00)","168.48"
"B","3","[2016-10-12 09:40:00,2016-10-12 10:00:00)","156.67"
"B","3","[2016-10-12 17:00:00,2016-10-12 17:20:00)","82.37"
"B","3","[2016-10-12 17:20:00,2016-10-12 17:40:00)","93.1"
"B","3","[2016-10-12 17:40:00,2016-10-12 18:00:00)","103.29"
"B","3","[2016-10-12 18:00:00,2016-10-12 18:20:00)","160.28"
"B","3","[2016-10-12 18:20:00,2016-10-12 18:40:00)","87.5"
"B","3","[2016-10-12 18:40:00,2016-10-12 19:00:00)","70.59"
"B","3","[2016-10-13 08:00:00,2016-10-13 08:20:00)","113.2"
"B","3","[2016-10-13 08:20:00,2016-10-13 08:40:00)","82.62"
"B","3","[2016-10-13 08:40:00,2016-10-13 09:00:00)","123.73"
"B","3","[2016-10-13 09:00:00,2016-10-13 09:20:00)","161.08"
"B","3","[2016-10-13 09:20:00,2016-10-13 09:40:00)","67.84"
"B","3","[2016-10-13 09:40:00,2016-10-13 10:00:00)","107.55"
"B","3","[2016-10-13 17:00:00,2016-10-13 17:20:00)","93.68"
"B","3","[2016-10-13 17:20:00,2016-10-13 17:40:00)","128.58"
"B","3","[2016-10-13 17:40:00,2016-10-13 18:00:00)","82.83"
"B","3","[2016-10-13 18:00:00,2016-10-13 18:20:00)","87.9"
"B","3","[2016-10-13 18:20:00,2016-10-13 18:40:00)","100.56"
"B","3","[2016-10-13 18:40:00,2016-10-13 19:00:00)","118.95"
"B","3","[2016-10-14 08:00:00,2016-10-14 08:20:00)","92.41"
"B","3","[2016-10-14 08:20:00,2016-10-14 08:40:00)","93.02"
"B","3","[2016-10-14 08:40:00,2016-10-14 09:00:00)","101.47"
"B","3","[2016-10-14 09:00:00,2016-10-14 09:20:00)","71.6"
"B","3","[2016-10-14 09:20:00,2016-10-14 09:40:00)","81.46"
"B","3","[2016-10-14 09:40:00,2016-10-14 10:00:00)","97.89"
"B","3","[2016-10-14 17:00:00,2016-10-14 17:20:00)","92.29"
"B","3","[2016-10-14 17:20:00,2016-10-14 17:40:00)","92.6"
"B","3","[2016-10-14 17:40:00,2016-10-14 18:00:00)","214.33"
"B","3","[2016-10-14 18:00:00,2016-10-14 18:20:00)","123.97"
"B","3","[2016-10-14 18:20:00,2016-10-14 18:40:00)","117.58"
"B","3","[2016-10-14 18:40:00,2016-10-14 19:00:00)","114.08"
"B","3","[2016-10-15 08:00:00,2016-10-15 08:20:00)","85.19"
"B","3","[2016-10-15 08:20:00,2016-10-15 08:40:00)","102.03"
"B","3","[2016-10-15 08:40:00,2016-10-15 09:00:00)","84.55"
"B","3","[2016-10-15 09:00:00,2016-10-15 09:20:00)","96.33"
"B","3","[2016-10-15 09:20:00,2016-10-15 09:40:00)","98.87"
"B","3","[2016-10-15 09:40:00,2016-10-15 10:00:00)","101.59"
"B","3","[2016-10-15 17:00:00,2016-10-15 17:20:00)","180.57"
"B","3","[2016-10-15 17:20:00,2016-10-15 17:40:00)","143.56"
"B","3","[2016-10-15 17:40:00,2016-10-15 18:00:00)","116.47"
"B","3","[2016-10-15 18:00:00,2016-10-15 18:20:00)","92.53"
"B","3","[2016-10-15 18:20:00,2016-10-15 18:40:00)","39.24"
"B","3","[2016-10-15 18:40:00,2016-10-15 19:00:00)","152.88"
"B","3","[2016-10-16 08:00:00,2016-10-16 08:20:00)","93.91"
"B","3","[2016-10-16 08:20:00,2016-10-16 08:40:00)","98.29"
"B","3","[2016-10-16 08:40:00,2016-10-16 09:00:00)","98.74"
"B","3","[2016-10-16 09:00:00,2016-10-16 09:20:00)","118.06"
"B","3","[2016-10-16 09:20:00,2016-10-16 09:40:00)","80.88"
"B","3","[2016-10-16 09:40:00,2016-10-16 10:00:00)","94.94"
"B","3","[2016-10-16 17:00:00,2016-10-16 17:20:00)","81.78"
"B","3","[2016-10-16 17:20:00,2016-10-16 17:40:00)","117.52"
"B","3","[2016-10-16 17:40:00,2016-10-16 18:00:00)","110.75"
"B","3","[2016-10-16 18:00:00,2016-10-16 18:20:00)","110.04"
"B","3","[2016-10-16 18:20:00,2016-10-16 18:40:00)","104.61"
"B","3","[2016-10-16 18:40:00,2016-10-16 19:00:00)","127.13"
"B","3","[2016-10-17 08:00:00,2016-10-17 08:20:00)","147.11"
"B","3","[2016-10-17 08:20:00,2016-10-17 08:40:00)","118.52"
"B","3","[2016-10-17 08:40:00,2016-10-17 09:00:00)","107.93"
"B","3","[2016-10-17 09:00:00,2016-10-17 09:20:00)","90.51"
"B","3","[2016-10-17 09:20:00,2016-10-17 09:40:00)","149.29"
"B","3","[2016-10-17 09:40:00,2016-10-17 10:00:00)","120.32"
"B","3","[2016-10-17 17:20:00,2016-10-17 17:40:00)","118.25"
"B","3","[2016-10-17 17:40:00,2016-10-17 18:00:00)","102.55"
"B","3","[2016-10-17 18:20:00,2016-10-17 18:40:00)","83.02"
"B","3","[2016-10-17 18:40:00,2016-10-17 19:00:00)","75.86"
"B","1","[2016-07-19 08:20:00,2016-07-19 08:40:00)","128.75"
"B","1","[2016-07-19 08:40:00,2016-07-19 09:00:00)","71.89"
"B","1","[2016-07-19 09:00:00,2016-07-19 09:20:00)","177.11"
"B","1","[2016-07-19 09:20:00,2016-07-19 09:40:00)","104.33"
"B","1","[2016-07-19 18:20:00,2016-07-19 18:40:00)","382.03"
"B","1","[2016-07-20 08:00:00,2016-07-20 08:20:00)","212.31"
"B","1","[2016-07-20 09:00:00,2016-07-20 09:20:00)","151.44"
"B","1","[2016-07-20 09:20:00,2016-07-20 09:40:00)","115.11"
"B","1","[2016-07-20 09:40:00,2016-07-20 10:00:00)","155.41"
"B","1","[2016-07-21 08:00:00,2016-07-21 08:20:00)","151.02"
"B","1","[2016-07-21 08:20:00,2016-07-21 08:40:00)","108.87"
"B","1","[2016-07-21 09:00:00,2016-07-21 09:20:00)","173.37"
"B","1","[2016-07-21 09:20:00,2016-07-21 09:40:00)","125.44"
"B","1","[2016-07-21 09:40:00,2016-07-21 10:00:00)","162.56"
"B","1","[2016-07-21 17:40:00,2016-07-21 18:00:00)","113.75"
"B","1","[2016-07-22 09:00:00,2016-07-22 09:20:00)","92.82"
"B","1","[2016-07-22 09:20:00,2016-07-22 09:40:00)","78.81"
"B","1","[2016-07-22 09:40:00,2016-07-22 10:00:00)","131.89"
"B","1","[2016-07-22 17:00:00,2016-07-22 17:20:00)","29.71"
"B","1","[2016-07-22 17:40:00,2016-07-22 18:00:00)","83.02"
"B","1","[2016-07-22 18:00:00,2016-07-22 18:20:00)","124.97"
"B","1","[2016-07-23 08:00:00,2016-07-23 08:20:00)","75.11"
"B","1","[2016-07-23 08:20:00,2016-07-23 08:40:00)","96.02"
"B","1","[2016-07-23 08:40:00,2016-07-23 09:00:00)","184.72"
"B","1","[2016-07-23 09:00:00,2016-07-23 09:20:00)","124.46"
"B","1","[2016-07-23 09:20:00,2016-07-23 09:40:00)","151.87"
"B","1","[2016-07-23 17:20:00,2016-07-23 17:40:00)","94.35"
"B","1","[2016-07-23 17:40:00,2016-07-23 18:00:00)","117.85"
"B","1","[2016-07-23 18:00:00,2016-07-23 18:20:00)","152.09"
"B","1","[2016-07-23 18:40:00,2016-07-23 19:00:00)","110.63"
"B","1","[2016-07-24 08:20:00,2016-07-24 08:40:00)","138.98"
"B","1","[2016-07-24 08:40:00,2016-07-24 09:00:00)","98.59"
"B","1","[2016-07-24 09:00:00,2016-07-24 09:20:00)","113.69"
"B","1","[2016-07-24 09:20:00,2016-07-24 09:40:00)","87.16"
"B","1","[2016-07-24 09:40:00,2016-07-24 10:00:00)","104.42"
"B","1","[2016-07-24 17:20:00,2016-07-24 17:40:00)","125.93"
"B","1","[2016-07-24 17:40:00,2016-07-24 18:00:00)","106.86"
"B","1","[2016-07-24 18:20:00,2016-07-24 18:40:00)","120.78"
"B","1","[2016-07-25 08:00:00,2016-07-25 08:20:00)","98.76"
"B","1","[2016-07-25 08:20:00,2016-07-25 08:40:00)","100.37"
"B","1","[2016-07-25 08:40:00,2016-07-25 09:00:00)","104.52"
"B","1","[2016-07-25 09:00:00,2016-07-25 09:20:00)","80.92"
"B","1","[2016-07-25 09:20:00,2016-07-25 09:40:00)","141.51"
"B","1","[2016-07-25 09:40:00,2016-07-25 10:00:00)","293.2"
"B","1","[2016-07-25 17:00:00,2016-07-25 17:20:00)","170.39"
"B","1","[2016-07-25 18:20:00,2016-07-25 18:40:00)","87.6"
"B","1","[2016-07-25 18:40:00,2016-07-25 19:00:00)","68.8"
"B","1","[2016-07-26 09:00:00,2016-07-26 09:20:00)","123.18"
"B","1","[2016-07-26 09:20:00,2016-07-26 09:40:00)","96.39"
"B","1","[2016-07-26 09:40:00,2016-07-26 10:00:00)","133.0"
"B","1","[2016-07-26 17:20:00,2016-07-26 17:40:00)","169.58"
"B","1","[2016-07-26 17:40:00,2016-07-26 18:00:00)","82.32"
"B","1","[2016-07-27 08:00:00,2016-07-27 08:20:00)","208.84"
"B","1","[2016-07-27 08:40:00,2016-07-27 09:00:00)","149.16"
"B","1","[2016-07-27 09:00:00,2016-07-27 09:20:00)","102.28"
"B","1","[2016-07-27 17:00:00,2016-07-27 17:20:00)","93.5"
"B","1","[2016-07-27 17:20:00,2016-07-27 17:40:00)","90.7"
"B","1","[2016-07-28 08:00:00,2016-07-28 08:20:00)","23.1"
"B","1","[2016-07-28 09:40:00,2016-07-28 10:00:00)","112.05"
"B","1","[2016-07-28 17:00:00,2016-07-28 17:20:00)","130.61"
"B","1","[2016-07-28 17:40:00,2016-07-28 18:00:00)","93.09"
"B","1","[2016-07-29 08:00:00,2016-07-29 08:20:00)","200.01"
"B","1","[2016-07-29 08:20:00,2016-07-29 08:40:00)","140.15"
"B","1","[2016-07-29 08:40:00,2016-07-29 09:00:00)","86.63"
"B","1","[2016-07-29 09:00:00,2016-07-29 09:20:00)","132.95"
"B","1","[2016-07-29 09:20:00,2016-07-29 09:40:00)","49.91"
"B","1","[2016-07-29 17:20:00,2016-07-29 17:40:00)","91.36"
"B","1","[2016-07-29 18:00:00,2016-07-29 18:20:00)","138.32"
"B","1","[2016-07-29 18:40:00,2016-07-29 19:00:00)","132.09"
"B","1","[2016-07-30 08:00:00,2016-07-30 08:20:00)","97.57"
"B","1","[2016-07-30 08:20:00,2016-07-30 08:40:00)","107.16"
"B","1","[2016-07-30 09:00:00,2016-07-30 09:20:00)","223.53"
"B","1","[2016-07-30 09:20:00,2016-07-30 09:40:00)","142.3"
"B","1","[2016-07-30 09:40:00,2016-07-30 10:00:00)","79.86"
"B","1","[2016-07-31 08:20:00,2016-07-31 08:40:00)","96.6"
"B","1","[2016-07-31 08:40:00,2016-07-31 09:00:00)","80.04"
"B","1","[2016-07-31 09:00:00,2016-07-31 09:20:00)","293.32"
"B","1","[2016-07-31 09:20:00,2016-07-31 09:40:00)","152.38"
"B","1","[2016-07-31 09:40:00,2016-07-31 10:00:00)","67.21"
"B","1","[2016-07-31 18:00:00,2016-07-31 18:20:00)","122.32"
"B","1","[2016-08-01 09:20:00,2016-08-01 09:40:00)","39.99"
"B","1","[2016-08-01 09:40:00,2016-08-01 10:00:00)","127.53"
"B","1","[2016-08-01 17:00:00,2016-08-01 17:20:00)","117.44"
"B","1","[2016-08-01 17:40:00,2016-08-01 18:00:00)","79.13"
"B","1","[2016-08-01 18:20:00,2016-08-01 18:40:00)","93.03"
"B","1","[2016-08-02 08:00:00,2016-08-02 08:20:00)","67.84"
"B","1","[2016-08-02 08:20:00,2016-08-02 08:40:00)","108.21"
"B","1","[2016-08-02 08:40:00,2016-08-02 09:00:00)","117.78"
"B","1","[2016-08-02 09:00:00,2016-08-02 09:20:00)","100.67"
"B","1","[2016-08-02 09:20:00,2016-08-02 09:40:00)","104.31"
"B","1","[2016-08-02 09:40:00,2016-08-02 10:00:00)","95.01"
"B","1","[2016-08-02 17:00:00,2016-08-02 17:20:00)","109.97"
"B","1","[2016-08-02 17:20:00,2016-08-02 17:40:00)","72.1"
"B","1","[2016-08-02 17:40:00,2016-08-02 18:00:00)","212.92"
"B","1","[2016-08-03 08:40:00,2016-08-03 09:00:00)","101.25"
"B","1","[2016-08-03 09:00:00,2016-08-03 09:20:00)","96.66"
"B","1","[2016-08-03 09:20:00,2016-08-03 09:40:00)","108.07"
"B","1","[2016-08-03 17:20:00,2016-08-03 17:40:00)","113.31"
"B","1","[2016-08-03 17:40:00,2016-08-03 18:00:00)","91.95"
"B","1","[2016-08-04 08:00:00,2016-08-04 08:20:00)","110.57"
"B","1","[2016-08-04 08:40:00,2016-08-04 09:00:00)","95.0"
"B","1","[2016-08-04 09:00:00,2016-08-04 09:20:00)","84.92"
"B","1","[2016-08-04 09:20:00,2016-08-04 09:40:00)","68.34"
"B","1","[2016-08-04 09:40:00,2016-08-04 10:00:00)","84.78"
"B","1","[2016-08-04 17:00:00,2016-08-04 17:20:00)","86.04"
"B","1","[2016-08-04 18:40:00,2016-08-04 19:00:00)","132.53"
"B","1","[2016-08-05 08:00:00,2016-08-05 08:20:00)","126.9"
"B","1","[2016-08-05 08:40:00,2016-08-05 09:00:00)","97.99"
"B","1","[2016-08-05 09:20:00,2016-08-05 09:40:00)","82.39"
"B","1","[2016-08-05 17:40:00,2016-08-05 18:00:00)","106.11"
"B","1","[2016-08-06 08:00:00,2016-08-06 08:20:00)","112.75"
"B","1","[2016-08-06 08:20:00,2016-08-06 08:40:00)","88.58"
"B","1","[2016-08-06 08:40:00,2016-08-06 09:00:00)","93.4"
"B","1","[2016-08-06 09:00:00,2016-08-06 09:20:00)","191.03"
"B","1","[2016-08-06 17:00:00,2016-08-06 17:20:00)","203.33"
"B","1","[2016-08-06 17:20:00,2016-08-06 17:40:00)","81.98"
"B","1","[2016-08-06 18:40:00,2016-08-06 19:00:00)","111.38"
"B","1","[2016-08-07 08:00:00,2016-08-07 08:20:00)","105.0"
"B","1","[2016-08-07 08:20:00,2016-08-07 08:40:00)","174.95"
"B","1","[2016-08-07 09:00:00,2016-08-07 09:20:00)","151.6"
"B","1","[2016-08-07 09:20:00,2016-08-07 09:40:00)","108.1"
"B","1","[2016-08-07 09:40:00,2016-08-07 10:00:00)","60.29"
"B","1","[2016-08-07 17:00:00,2016-08-07 17:20:00)","119.69"
"B","1","[2016-08-07 18:20:00,2016-08-07 18:40:00)","133.65"
"B","1","[2016-08-07 18:40:00,2016-08-07 19:00:00)","74.59"
"B","1","[2016-08-08 08:00:00,2016-08-08 08:20:00)","115.0"
"B","1","[2016-08-08 08:20:00,2016-08-08 08:40:00)","55.68"
"B","1","[2016-08-08 08:40:00,2016-08-08 09:00:00)","120.76"
"B","1","[2016-08-08 09:00:00,2016-08-08 09:20:00)","115.93"
"B","1","[2016-08-08 09:20:00,2016-08-08 09:40:00)","53.89"
"B","1","[2016-08-08 09:40:00,2016-08-08 10:00:00)","106.84"
"B","1","[2016-08-08 18:20:00,2016-08-08 18:40:00)","58.19"
"B","1","[2016-08-09 08:00:00,2016-08-09 08:20:00)","84.71"
"B","1","[2016-08-09 08:40:00,2016-08-09 09:00:00)","216.63"
"B","1","[2016-08-09 09:00:00,2016-08-09 09:20:00)","218.47"
"B","1","[2016-08-09 09:20:00,2016-08-09 09:40:00)","185.91"
"B","1","[2016-08-09 17:20:00,2016-08-09 17:40:00)","98.83"
"B","1","[2016-08-10 08:40:00,2016-08-10 09:00:00)","125.05"
"B","1","[2016-08-10 17:20:00,2016-08-10 17:40:00)","19.48"
"B","1","[2016-08-11 08:00:00,2016-08-11 08:20:00)","154.85"
"B","1","[2016-08-11 09:00:00,2016-08-11 09:20:00)","138.18"
"B","1","[2016-08-11 09:20:00,2016-08-11 09:40:00)","80.52"
"B","1","[2016-08-11 09:40:00,2016-08-11 10:00:00)","71.02"
"B","1","[2016-08-11 17:20:00,2016-08-11 17:40:00)","178.0"
"B","1","[2016-08-11 18:00:00,2016-08-11 18:20:00)","84.64"
"B","1","[2016-08-11 18:40:00,2016-08-11 19:00:00)","93.92"
"B","1","[2016-08-12 08:00:00,2016-08-12 08:20:00)","149.37"
"B","1","[2016-08-12 08:40:00,2016-08-12 09:00:00)","94.39"
"B","1","[2016-08-12 09:00:00,2016-08-12 09:20:00)","96.58"
"B","1","[2016-08-12 09:40:00,2016-08-12 10:00:00)","118.89"
"B","1","[2016-08-12 17:00:00,2016-08-12 17:20:00)","193.61"
"B","1","[2016-08-13 08:00:00,2016-08-13 08:20:00)","141.84"
"B","1","[2016-08-13 08:20:00,2016-08-13 08:40:00)","113.7"
